id_cerca,compratore,articolo,note
2252,394,112,
2253,394,86,
2254,394,111,
2255,394,60,
2256,395,111,
2257,396,62,
2258,396,86,
2259,397,54,
2260,397,28,
2261,397,44,
2262,397,17,
2263,397,34,
2264,397,18,
2265,397,80,
2266,397,62,
2267,397,10,
2268,397,55,
2269,397,111,
2270,397,112,
2271,397,86,
2272,397,89,
2273,397,60,
2274,398,54,
2275,398,28,
2276,398,62,
2277,398,89,
2278,398,55,
2279,398,10,
2280,398,112,
2281,398,86,
2282,398,60,
2283,398,111,
2284,398,114,
2285,398,61,
2286,126,38,
2287,126,40,
2288,399,40,
2289,399,38,
2290,399,20,
2291,399,32,
2292,400,37,
2293,400,38,
2294,400,40,
2295,400,8,
2296,400,106,
2297,401,22,
2298,18,22,
2299,25,22,
2300,403,54,
2301,403,62,
2302,403,89,
2303,403,55,
2304,403,10,
2305,403,112,
2306,403,111,
2307,404,92,
2308,405,71,
2309,405,34,
2310,405,,
2311,406,130,
2312,126,35,
2313,126,92,
2314,126,107,
2315,407,40,
2316,407,38,
2317,407,130,
2318,408,71,
2319,408,92,
2320,408,34,
2321,408,131,
2322,409,20,
2323,409,92,
2324,410,131,
2325,410,119,
2326,411,92,
2327,411,40,
2328,411,38,
2329,413,91,
2330,413,22,
2331,414,54,
2332,414,44,
2333,414,28,
2334,414,17,
2335,415,38,
2336,415,40,
2337,416,34,
2338,416,71,
2339,416,131,
2340,418,38,
2341,418,40,
2342,418,26,
2343,419,38,
2344,419,40,
2345,419,26,
2346,420,40,
2347,420,38,
2348,420,20,
2349,420,32,
2350,421,40,
2351,421,38,
2352,421,26,
2353,421,20,
2354,421,22,
2355,421,21,
2356,422,144,
2357,422,131,
2358,422,96,
2359,423,22,
2360,423,21,
2361,310,37,
2362,310,8,
2363,310,,
2364,425,34,
2365,425,131,
2366,18,131,
2367,65,22,
2368,65,40,
2369,65,38,
2370,65,26,
2371,427,40,
2372,427,38,
2373,427,26,
2374,428,40,
2375,428,38,
2376,428,26,
2377,428,92,
2378,429,62,
2379,429,89,
2380,429,122,
2381,429,116,
2382,429,59,
2383,429,104,
2384,429,112,
2385,429,86,
2386,429,110,
2387,429,123,
2388,429,103,
2389,429,45,
2390,429,60,
2391,429,58,
2392,429,111,
2393,429,120,
2394,429,121,
2395,430,34,
2396,430,131,
2397,430,71,
2398,430,,
2399,45,34,
2400,45,131,
2401,431,22,
2402,432,34,
2403,432,131,
2404,435,92,
2405,435,20,
2406,92,34,
2407,92,119,
2408,92,80,
2409,92,,
2410,57,92,
2411,437,34,
2412,437,131,
2413,437,134,
2414,439,38,
2415,439,40,
2416,439,26,
2417,440,34,
2418,440,131,
2419,74,131,
2420,445,38,
2421,445,40,
2422,445,26,
2423,445,92,
2424,447,40,
2427,447,37,
2428,447,8,
2429,447,,
2430,448,92,
2431,448,38,
2432,448,40,
2433,448,26,
2434,448,32,
2435,448,,
2436,449,71,
2437,449,34,
2438,449,134,
2439,449,25,
2440,1,,
2441,455,41,
2442,456,38,
2443,456,40,
2444,456,26,
2445,456,22,
2446,432,38,
2447,432,40,
2448,432,26,
2449,422,34,
2450,461,37,
2451,461,21,
2452,462,38,
2453,462,21,
2454,95,146,
2455,466,38,
2456,467,38,
2457,476,171,
2458,480,38,
2459,480,171,
2460,483,38,
2461,408,38,
2462,487,37,
2463,489,171,
2464,489,38,
2465,399,171,
2466,491,38,
2467,491,40,
2468,489,40,
2469,467,40,
2470,510,37,
2471,513,46,
2472,519,38,
2473,520,172,
2474,524,172,
2475,524,,
1424,72,54,
1425,72,53,
1426,72,52,
1427,72,44,
1428,72,28,
1429,72,17,
1430,54,72,
1431,54,29,
1432,54,54,
1433,54,53,
1434,54,52,
1435,54,44,
1436,54,28,
1437,54,17,
1438,149,72,
1439,149,29,
1440,149,54,
1441,149,53,
1442,149,52,
1443,149,44,
1444,149,28,
1445,149,17,
1446,185,72,
1447,185,29,
1448,185,54,
1449,185,53,
1450,185,52,
1451,185,44,
1452,185,28,
1453,185,17,
1454,159,72,
1455,159,29,
1456,159,54,
1457,159,53,
1458,159,52,
1459,159,44,
1460,159,28,
1461,159,17,
1462,177,72,
1463,177,29,
1464,177,54,
1465,177,53,
1466,177,52,
1467,177,44,
1468,177,28,
1469,177,17,
1470,133,72,
1471,133,29,
1472,133,54,
1473,133,53,
1474,133,52,
1475,133,44,
1476,133,28,
1477,133,17,
1478,114,72,
1479,114,29,
1480,114,54,
1481,114,53,
1482,114,52,
1483,114,44,
1484,114,28,
1485,114,17,
1486,134,72,
1487,134,29,
1488,134,54,
1489,134,53,
1490,134,52,
1491,134,44,
1492,134,28,
1493,134,17,
1494,190,72,
1495,190,29,
1496,190,54,
1497,190,53,
1498,190,52,
1499,190,44,
1500,190,28,
1501,190,17,
1502,188,72,
1503,188,29,
1504,188,54,
1505,188,53,
1506,188,52,
1507,188,44,
1508,188,28,
1509,188,17,
1510,41,72,
1511,41,29,
1512,41,54,
1513,41,53,
1514,41,52,
1515,41,44,
1516,41,28,
1517,41,17,
1518,271,72,
1519,271,29,
1520,271,54,
1521,271,53,
1522,271,52,
1523,271,44,
1524,271,28,
1525,271,17,
1526,274,72,
1527,274,29,
1528,274,54,
1529,274,53,
1530,274,52,
1531,274,44,
1532,274,28,
1533,274,17,
1534,56,72,
1535,56,29,
1536,56,54,
1537,56,53,
1538,56,52,
1539,56,44,
1540,56,28,
1541,56,17,
1542,276,72,
1543,276,29,
1544,276,54,
1545,276,53,
1546,276,52,
1547,276,44,
1548,276,28,
1549,276,17,
1550,277,72,
1551,277,29,
1552,277,54,
1553,277,53,
1554,277,52,
1555,277,44,
1556,277,28,
1557,277,17,
1558,279,72,
1559,279,29,
1560,279,54,
1561,279,53,
1562,279,52,
1563,279,44,
1564,279,28,
1565,279,17,
1566,280,72,
1567,280,29,
1568,280,54,
1569,280,53,
1570,280,52,
1571,280,44,
1572,280,28,
1573,280,17,
1574,281,72,
1575,281,29,
1576,281,54,
1577,281,53,
1578,281,52,
1579,281,44,
1580,281,28,
1581,281,17,
1582,273,72,
1583,273,29,
1584,273,54,
1585,273,53,
1586,273,52,
1587,273,44,
1588,273,28,
1589,273,17,
1590,282,72,
1591,282,29,
1592,282,54,
1593,282,53,
1594,282,52,
1595,282,44,
1596,282,28,
1597,282,17,
1598,283,72,
1599,283,29,
1600,283,54,
1601,283,53,
1602,283,52,
1603,283,44,
1604,283,28,
1605,283,17,
1606,284,72,
1607,284,29,
1608,284,54,
1609,284,53,
1610,284,52,
1611,284,44,
1612,284,28,
1613,284,17,
1614,33,33,
1615,33,19,
1616,29,33,
1617,29,19,
1618,86,33,
1619,86,19,
1620,39,33,
1621,39,19,
1622,32,33,
1623,32,19,
1624,12,33,
1625,12,19,
1626,148,33,
1627,148,19,
1628,37,33,
1629,37,19,
1630,79,33,
1631,79,19,
1632,278,33,
1633,278,19,
1634,284,33,
1635,284,19,
1636,185,33,
1637,185,19,
1638,190,19,
1639,190,33,
1640,281,33,
1641,281,19,
1642,188,33,
1643,188,19,
1644,231,25,
1645,231,70,
1646,231,49,
1647,232,25,
1648,232,70,
1649,232,49,
1650,233,25,
1651,233,70,
1652,233,49,
1653,234,25,
1654,234,70,
1655,234,49,
1656,247,25,
1657,247,70,
1658,247,49,
1659,236,25,
1660,236,70,
1661,236,49,
1662,145,25,
1663,145,70,
1664,145,49,
1665,237,25,
1666,237,70,
1667,237,49,
1668,238,25,
1669,238,70,
1670,238,49,
1671,248,25,
1672,248,70,
1673,248,49,
1674,239,25,
1675,239,70,
1676,239,49,
1677,240,25,
1678,240,70,
1679,240,49,
1680,241,25,
1681,241,70,
1682,241,49,
1683,242,25,
1684,242,70,
1685,242,49,
1686,243,25,
1687,243,70,
1688,243,49,
1689,245,25,
1690,245,70,
1691,245,49,
1692,246,25,
1693,246,70,
1694,246,49,
1695,286,72,
1696,286,29,
1697,286,54,
1698,286,53,
1699,286,52,
1700,286,44,
1701,286,28,
1702,286,17,
1703,23,40,
1704,309,37,
1705,309,40,
1706,310,38,
1707,310,40,
1708,311,38,
1709,311,40,
1710,179,38,
1711,179,40,
1712,179,26,
1713,99,38,
1714,99,40,
1715,99,26,
1716,188,38,
1717,188,40,
1718,188,26,
1719,312,,
1720,312,,
1721,312,,
1722,313,38,
1723,313,40,
1724,313,26,
1725,165,38,
1726,165,40,
1727,165,26,
1728,314,38,
1729,314,40,
1730,314,26,
1731,315,38,
1732,315,40,
1733,315,26,
1734,316,38,
1735,316,40,
1736,316,26,
1737,317,38,
1738,317,40,
1739,317,26,
1740,318,38,
1741,318,40,
1742,318,26,
1743,302,38,
1744,302,40,
1745,302,26,
1746,319,38,
1747,319,40,
1748,319,26,
1749,193,38,
1750,193,40,
1751,193,26,
1752,46,38,
1753,46,40,
1754,46,26,
1755,320,38,
1756,320,40,
1757,320,26,
1758,321,38,
1759,321,40,
1760,321,26,
1761,322,38,
1762,322,40,
1763,322,26,
1764,294,37,
1765,294,40,
1766,294,26,
1767,323,40,
1768,323,38,
1769,323,26,
1770,299,38,
1771,299,40,
1772,299,26,
1773,257,38,
1774,257,40,
1775,257,26,
1776,324,38,
1777,324,40,
