id_conferma,compratore,venditore,qta,prezzo_acq,articolo,n_conf,data_conf,prezzo_vend,luogo_consegna,condizioni_pag,note,carico,arrivo,emailv,emailc,condizioni_pag_venditore
52,66,236,300,9.7000,145,"33","06/17/15 00:00:00",10.5000,"lavezzola",1,"SAME QUALITY AND SAME TYPE OF THE SAMPLE, VERY IMPORTANT: WEIGHT RANGE OF EVERY PIECE : 4,0-5,0 KG, if the weight range won't be respected the goods will be rejected",0,1,0,0,
66,66,236,500,9.7000,145,"36","06/29/15 00:00:00",10.5000,"lavezzola",1,"SAME QUALITY AND SAME TYPE OF THE SAMPLE, VERY IMPORTANT: WEIGHT RANGE OF EVERY PIECE : 4,0-5,0 KG, if the weight range won't be respected the goods will be rejected",0,1,0,0,
67,450,26,2000,5.4800,33,"37","07/03/15 00:00:00",5.7500,"CHEF SERVICE, Forlì",2,"Pagamento 3O GG.Riba netto data fattura.",0,1,0,0,
68,66,236,500,9.7000,145,"38","07/10/15 00:00:00",10.5000,"Lavezzola",2,"same type and same quality of the Sample,   weight range of every piece 4,0 - 6,0 kg, if the weight range will not be respected the goods will be rejected.",0,1,0,0,
69,66,236,500,9.7000,145,"39","07/10/15 00:00:00",10.5000,"LAVEZZOLA",2,"same type and same quality of the sample, weight range of every piece 4,0 - 6,0 kg, in case the weight range will not be respecte the goods will be rejected.",0,1,0,0,
8,71,198,24000,3.1500,45,"4","12/22/14 00:00:00",3.3000,"Rigoni di Asiago srl, v.dell' Agricoltura 21, 37041 Albaredo d'Adige (VR)",1,"RIGONI  always reserves 8 days to check eventuel hidden defaults of the goods. Within this time it will be in their right to claim or send back the Supply.",0,0,0,0,
512,450,273,2000,6.1800,33,"405","07/12/18 00:00:00",6.4300,"CHEF SERVICE - FORLì  ITALY",2,,0,1,0,0,
173,343,16,100000,0.2700,38,"116","05/26/16 00:00:00",0.2850,"Via Provinciale 17 - 12050 Bosia (CN)",3,"GERMAN ORIGIN RAW MILK - INVOICING WITH THE AVERAGE VALUE.",0,1,0,0,
167,149,246,1000,4.0300,45,"110","05/12/16 00:00:00",4.2500,"PONTE SAN MARCO , BS-ITALY",2,"Pagamento 30 Gg. Riba netto data fattura.",0,1,0,0,
178,1,265,25000,0.3700,8,"119","06/01/16 00:00:00",0.4050,"A-5252 Aspach Wildenauerstraße 11",2,"LATTE PASTORIZZATO BIOLOGICO AUSTRIACO, PAGAMENTO 30 GIORNI NETTI DATA CARICO. FATTURAZIONE CON LA MEDIA DEI VALORI.",1,0,0,0,
168,482,246,1000,4.0300,45,"111","05/12/16 00:00:00",4.2800,"100 36 SETTIMO  T.SE, ITALY",1,"Bonifico 30 gg. netto data fattura VALUTA fissa.",0,1,0,0,
180,487,192,3000,0.5600,37,"121","06/07/16 00:00:00",0.6100,"ZONA NOVARA",1,"latte crudo BIO Nazionale. Il prezzo è da considerare in €.litro. Fatturazione con la media dei valori.",1,0,0,0,
181,1,267,25000,0.3180,8,"122","06/07/16 00:00:00",0.3500,"ANDECHS",3,"GERMAN ORIGIN ORGANIC PASTEURIZED MILK - LATTE PASTORIZZATO BIO TEDESCO.",1,0,0,0,
186,500,188,0,0.0000,59,"125","06/13/16 00:00:00",0.0000,"via SGHINOLFI,27 - 40011 Anzola Emilia (BO), Italie",13,,0,0,0,0,
182,1,267,25000,0.3180,8,"123","06/08/16 00:00:00",0.3500,"ANDECHS",3,"GERMAN ORIGIN ORGANIC PASTEURIZED MILK - LATTE PASTORIZZATO BIO TEDESCO.",1,0,0,0,
262,11,12,75000,0.5150,37,"185","11/23/16 00:00:00",0.5500,"Via delle Fosse n. 10 - 37050 VALLESE DI OPPEANO VR",1,"HUNGARIAN ORIGIN ORGANIC RAW MILK, INVOICING WITH THE AVERAGE VALUE.",0,1,0,0,
354,32,8,0,6.7000,33,"261","09/14/17 00:00:00",6.8000,"TASSULLO, Trento - Italia",2,"Burro fresca produzione da panne di affioramento da latte italiano. Pagamento 30 gg.Riba netto data fattura.",0,1,0,0,
326,512,26,1000,5.8900,33,"237","05/15/17 00:00:00",6.0900,"31020  VIDOR - TV- ITALY",3,,0,1,0,0,
341,546,26,100,7.7000,70,"248","07/10/17 00:00:00",10.9000,"CITTADELLA - PV, ITALY",3,"8,70 E/KG + 220 €URO TRASPORTO.",0,1,0,0,
329,1,297,45000,0.5300,37,"240","05/22/17 00:00:00",0.5700,"Km. 16 Strada Provinciale Rivoltana, 20060 Truccazzano (MI)",1,"Latte Crudo Biologico. Fatturazione con pesata cliente.",1,0,0,0,
331,37,251,750,5.2000,59,"241","06/06/17 00:00:00",5.6000,"PADOVA, Italie",2,"Pagamento, RIBA 30 GG.netto .",0,1,0,0,
333,51,251,750,5.2000,59,"243","06/12/17 00:00:00",5.6000,"20060 LISCATE (MI), ITALIE",2,"delivery address : LAMERI SPA - Via Martiri della Libertà, 19- 20060 – LISCATE ( MI ), Italia.
Pagamento : Riba 3O gg. Netto data fattura.",0,1,0,0,
335,1,265,100000,0.4200,8,"244","06/23/17 00:00:00",0.4500,"A-5252 Aspach Wildenauerstraße 11",14,"Organic Pasteurized milk 3,5% - invoicing with average value. Latte bio pastorizzato 3,5% - fatturazione con media valori.",1,0,0,0,
338,513,14,200,4.8000,46,"247","07/07/17 00:00:00",5.1000,"27018 VIDIGULFO, PV",2,"Pagamento 30 GG. Riba netto data fattura.",0,1,0,0,
768,601,27,1500,4.5500,203,"635","09/11/19 00:00:00",4.8800,"4761 PJ  Zevenbergen",11,,0,1,0,0,
769,564,325,3000,0.8000,21,"636","09/16/19 00:00:00",0.8500,"San Vittore Olona",14,"Latte di capra nazionale - fatturazione in litri. Il prezzo sopra riportato è da intendersi €/litro fco partenza + 100 euro trasporto.",1,0,0,0,
187,501,188,0,0.0000,55,"126","06/13/16 00:00:00",0.0000,"via SGHINOLFI,27 - 40011 Anzola Emilia (BO), ItALIE",13,,0,0,0,0,
174,37,246,1000,4.0700,45,"117","05/26/16 00:00:00",4.3000,"PADOVA",16,,0,1,0,0,
190,1,75,90000,0.2950,38,"129","06/16/16 00:00:00",0.3050,"25017 LONATO DEL GARDA (BS)",3,"latte crudo Nazionale.",1,0,0,0,
189,80,250,1300,12.7000,150,"128","06/15/16 00:00:00",13.7000,"SAN GIOVANNI DEL DOSSO",1,"1300 kg  OF FROZEN TURKEY BREAST - 2 PALLETS",0,1,0,0,
192,1,265,25000,0.3900,8,"131","06/21/16 00:00:00",0.4200,"A-5252 Aspach Wildenauerstraße 11, AUSTRIA",14,"AUSTRIAN ORIGIN ORGANIC PASTEURIZED MILK, INVOICING WITH THE AVERAGE VALUE.",1,0,0,0,
191,37,251,800,4.0700,45,"130","06/16/16 00:00:00",4.3700,"PADOVA",2,"Pagamento 30 GG.Riba netto data fattura.",0,0,0,0,
415,557,294,500,2.9000,183,"314","02/08/18 00:00:00",3.0000,"SAN PIETRO IN GU, ITALIA",14,,0,1,0,0,
418,557,294,500,2.9000,183,"317","02/16/18 00:00:00",3.0000,"S.PIETRO IN GU-",13,,0,1,0,0,
414,557,294,500,2.9000,183,"313","02/01/18 00:00:00",3.0000,"San Pietro in GU-PD, Italia",13,,0,1,0,0,
416,97,265,25000,0.3600,37,"315","02/12/18 00:00:00",0.3900,"A-5252 Aspach Wildenauerstraße 11",14,"Organic Raw milk - invoicing with average kg value. Latte crudo bio - fatturazione con media valori kg riscontrati.",1,0,0,0,
417,1,284,25000,0.4780,184,"316","02/15/18 00:00:00",0.4880,"Freiburg",1,"Organic past milk 4 - 4,2% - invoicing with average value. Latte bio pastorizzato 4 - 4,2% - fatturazione con media valori.",1,0,0,0,
419,1,284,25000,0.4830,37,"318","02/20/18 00:00:00",0.4930,"Freiburg",1,"Organic raw milk  - invoicing with average value. Latte bio crudo - fatturazione con media valori.",1,0,0,0,
420,450,26,2000,5.9800,33,"319","02/20/18 00:00:00",6.1000,"CHEF SERVICE, FORLì- ITALY",2,,0,1,0,0,
421,557,294,500,2.9000,183,"320","02/23/18 00:00:00",3.0000,"SAN PIETRO IN GU-",13,,0,1,0,0,
638,586,314,1000,2.8000,45,"514","01/30/19 00:00:00",3.0000,"WIESBADEN - GERMANY",1,,0,1,0,0,
639,1,284,75000,0.3500,193,"515","01/30/19 00:00:00",0.3600,"Haslacher Straße 12  -  79115 Freiburg",1,,1,0,0,0,
643,1,284,75000,0.3500,193,"519","02/07/19 00:00:00",0.3600,"Haslacher Straße 12  -  79115 Freiburg",1,,1,0,0,0,
640,564,289,3000,0.8450,21,"516","01/30/19 00:00:00",0.8900,"Scarnafigi (CN)",1,"Latte di capra fresco nazionale. Prezzo fco partenza + trasporto da aggiungere pari a 350 €. Consegna a Casalino (NO). Orario di consegna 08,30.",1,0,0,0,
641,76,314,750,3.2400,195,"517","02/01/19 00:00:00",3.9400,"DAVERIO, VARESE - ITALIE",1,"SICAPRO 60% ORGANIC.",0,1,0,0,
642,37,314,2000,2.8000,45,"518","02/01/19 00:00:00",2.9900,"PADOVA, ITALIE",2,,0,1,0,0,
644,1,284,75000,0.3500,193,"520","02/12/19 00:00:00",0.3600,"Haslacher Straße 12  -  79115 Freiburg",1,,1,0,0,0,
645,576,325,3500,0.7500,21,"521","02/18/19 00:00:00",0.8000,"San Vittore Olona",14,"Latte di capra nazionale - 3000/4000 litri - fatturazione in litri. Il prezzo sopra riportato è da intendersi €/litro fco partenza + 100 euro trasporto.",1,0,0,0,
532,93,330,3500,11.5500,150,"423","08/09/18 00:00:00",12.7000,"Via V.Veneto 1M - 26010 RIPALTA CREMASCA - CR",1,"organic turkey breast frozen - packaging: in bags and boxes E2
Delivery dates must be finally agreed",0,1,0,0,
193,37,246,3000,4.1000,45,"132","06/27/16 00:00:00",4.3700,"PADOVA",2,,0,1,0,0,
188,186,246,1000,4.1000,45,"127","06/13/16 00:00:00",4.3500,"TRUCCAZZANO, MILANO - ITALIE",16,,0,1,0,0,
183,482,246,1000,4.1000,45,"124","06/08/16 00:00:00",4.3700,"SETTIMO TORINESE, ITALIE",1,"Pagamento 30 GG.data fattura.",0,0,0,0,
200,1,265,100000,0.4000,8,"136","06/29/16 00:00:00",0.4400,"A-5252 Aspach Wildenauerstraße 11, AUSTRIA",14,"AUSTRIAN ORIGIN ORGANIC PASTEURIZED MILK, INVOICING WITH THE AVERAGE VALUE.",1,0,0,0,
201,93,250,3000,12.7000,150,"137","07/06/16 00:00:00",13.6000,"RIPALTA CREMASCA",14,"3000 KG DOF FROZEN TURKEY BREAST - DELIVERY DATE IS JUST AN INDICATION FOR OUR PROGRAM, DELIVERY DATE WILL BE COMMUNICATED LATER BY THE CUSTOMER",0,1,0,0,
202,88,268,1500,8.4300,14,"138","07/13/16 00:00:00",9.3000,"MALMEDY",12,"around 1500 kg of fresh organic legs type Parma cut - packaging in pallet H1 and plastic crates",0,1,0,0,
205,88,268,500,8.9900,105,"139","07/15/16 00:00:00",9.7000,"MALMEDY",12,"FRESH ORGANIC PORK NECKS, VACUUM PACKED - PACKAGING IN PALLET H1 AND PLASTIC CRATES",0,1,0,0,
207,439,12,25000,0.4400,37,"140","07/19/16 00:00:00",0.5050,"Via Filadelfia, 220  -  10137 TORINO.",14,"HU origin Organic raw milk, delviery absolutely within 10 o clock in the morning; Bacterial charge within the Italian legal limit.",0,1,0,0,
422,160,27,1500,3.7100,45,"321","02/23/18 00:00:00",3.9000,"ZENSON DI PIAVE, ITALY",2,,0,1,0,0,
423,512,26,1000,6.1000,33,"322","02/27/18 00:00:00",6.3000,"VIDOR, TV- ITALY",3,,0,1,0,0,
424,557,294,500,2.9000,183,"323","03/01/18 00:00:00",3.0000,"SAN PIETRO IN GU-",13,,0,1,0,0,
425,513,14,100,4.8000,46,"324","03/01/18 00:00:00",5.1000,"VIA MADONNINA, 32  - 27018 VIDIGULFO (PV)",1,,0,1,0,0,
426,66,250,0,11.8700,150,"325","03/06/18 00:00:00",12.7000,"Lavezzola",1,"2,000 kg of irganic turkey breast frozen, delivered on Plastic Pallet - delivery dates to be finally agreeed",0,1,0,0,
427,557,294,500,2.9000,183,"326","03/09/18 00:00:00",3.0000,"SAN PIETRO IN GU- ITALIA",13,,0,1,0,0,
428,557,294,500,2.9000,183,"327","03/15/18 00:00:00",3.0000,"SAN PIETRO IN GU -",14,,0,1,0,0,
429,563,323,750,4.7500,59,"328","03/16/18 00:00:00",5.0700,"VALSAMOGGIA BOLOGNA ITALY",13,,0,1,0,0,
65,149,246,1000,3.9900,45,"35","06/19/15 00:00:00",4.2800,"PONTE SAN MARCO",16,,0,1,0,0,
50,263,26,700,6.9000,70,"31","06/05/15 00:00:00",7.9000,"PINEROLO, Italy",3,"delivery end of AUGUST / EARLY SEPTEMBER.",0,1,0,0,
71,364,245,2055,7.2000,14,"41","07/16/15 00:00:00",8.0000,"TAVERNERIO, ITALY",2," 3 PALLETTS  frozen Legs short shelf life, as per e.mails 'Details.Pagamento 30 GG Riba netto data fattura,",0,1,0,0,
75,364,245,4400,7.3500,14,"43","08/03/15 00:00:00",8.0000,"TAVERNERIO, Italy",1,"DELIVERY DATE IS JUST AN INDICATION- 18/19/20 AUGUST
LOTS COMPOSED BY : 847 KG TO USE BY 17/09, 1545 KG BY 18/09, 2055 KG BY  25/09",0,1,0,0,
73,66,236,1500,9.7000,145,"42","07/28/15 00:00:00",10.5000,"lavezzola",1,"same type and same quality of the Sample,   weight range of every piece 4,0 - 6,0 kg, if the weight range will not be respected the goods will be rejected.
NOTE: the delivery date is just an indication - delivery weeks: 33+34+35",0,1,0,0,
76,93,245,3000,6.9700,14,"44","08/07/15 00:00:00",7.7500,"RIPALTA CREMASCA",1,"649 kgs use by date 03/09/15 - 1023 kgs use by date 04/09/15 - 603 kgs use by date 10/09/15 - 725kgs use by date 11/09/15
weight range 6,5/8,5 kg",0,1,0,0,
78,80,250,700,14.6000,150,"45","09/01/15 00:00:00",15.6000,"SAN GIOVANNI DEL DOSSO MANTOVA, ITALY",3,"FROZEN GOODS
DALIVERY DATE IS JUST AN INDICATION FOR OUR PROGRAM",0,1,0,0,
82,11,12,25000,0.5200,37,"47","09/04/15 00:00:00",0.5600,"Loc. Cà Verde - 37015 - S.Ambrogio di Valpolicella (VR)",15,"HUNGARIAN ORIGIN RAW MILK, DELIVERY ON 10/09 - POSSIBLY IN THE MORNING.",0,1,0,0,
194,439,12,25000,0.4500,37,"133","06/27/16 00:00:00",0.4900,"Via filadelfia, 220 - 10137 TORINO",14,"HU ORGANIC RAW MILK, delivery absolutely within the morning. Bacterial charge must be within the Italian legal limit - latte crudo Bio Ungherese, consegna entro la mattina. Carica Batterica entro il limite legale Italiano.",0,1,0,0,
208,1,265,50000,0.4450,8,"141","07/27/16 00:00:00",0.4650,"A-5252 Aspach Wildenauerstraße 11, AUSTRIA",14,"AUSTRIAN ORIGIN ORGANIC PASTEURIZED MILK, INVOICING WITH THE AVERAGE VALUE.",1,0,0,0,
214,88,268,1500,8.4300,14,"146","08/08/16 00:00:00",9.3000,"MALMEDY",12,"1500 FRESH ORGANIC LEGS TYPE PARMA - THE CUT MUST BE AS THE DESCRIPTION MADE BY OUR CUSTOMER - PACKAGING PALLET H1 AND PLASTIC CRATES",0,1,0,0,
219,436,236,700,9.0000,139,"151","09/08/16 00:00:00",10.4000,"POSTALESIO",2,"700/800 kg of FROZEN ORGANIC BEEF TOPSIDE",0,1,0,0,
215,11,12,150000,0.4200,37,"147","08/09/16 00:00:00",0.4600,"Via delle Fosse n. 10 - 37050 VALLESE DI OPPEANO VR",1,"HUNGARIAN ORIGIN ORGANIC RAW MILK - INVOICING WITH THE AVERAGE VALUES.",0,1,0,0,
216,364,245,857,9.2500,14,"148","08/24/16 00:00:00",10.5000,"TAVERNERIO (CO), ITALY",1,,0,1,0,0,
217,1,265,75000,0.4800,8,"149","08/25/16 00:00:00",0.5000,"A-5252 Aspach Wildenauerstraße 11, AUSTRIA",14,"AUSTRIAN ORIGIN ORGANIC PASTEURIZED MILK 3,5%. INVOICING WITH THE AVERAGE VALUE.",1,0,0,0,
218,71,188,3950,6.7000,58,"150","09/07/16 00:00:00",7.0500,"ALBAREDO D'ADIGE  37041,   ITALIE",1,"Pagamento :  BONIFICO 30 gg. netto Data Fattura.",0,1,0,0,
850,160,314,3000,2.9500,45,"711","02/03/20 00:00:00",3.1000,"ZENSON DI PIAVE,  ITALY",1,,0,1,0,0,
916,604,296,2250,0.4200,169,"765","04/09/20 00:00:00",0.6000,"42011 BAGNOLO IN PIANO - REGGIO EMILIA ITALY",14,"UNLOADING HOURS ! =  08 - 12 AM",0,1,0,0,1
856,616,360,300,7.2000,93,"715","02/10/20 00:00:00",7.8000,"Via Omobono Cenini,19 - 23030 Chiuro (SO)",1,"ORGANIC BEEF TOPSIDE PAD, FRESH",0,1,0,0,
852,595,251,1000,3.3200,45,"713","02/06/20 00:00:00",3.5900,"CAVENAGO DI BRIANZA , MB- ITALY",2,"GOODS IN 25 KG BAGS.",0,1,0,0,
917,1,284,125000,0.3670,193,"766","04/09/20 00:00:00",0.3720,"friburgo",2,,1,0,0,0,1
858,617,359,6000,2.7500,45,"716","02/10/20 00:00:00",2.8000,"ZWOLLE, NL",1,,1,0,0,0,
918,1,284,125000,0.3670,193,"767","04/16/20 00:00:00",0.3720,"FRIBURGO",2,,1,0,0,0,1
919,620,67,30000,0.2800,38,"768","04/16/20 00:00:00",0.3000,"BRIGNANO GER D'ADDA",2,,1,0,0,0,1
920,564,325,5000,0.8300,21,"769","04/16/20 00:00:00",0.9300,"SAN VITTORE OLONA",13,"latte di capra nazionale, - prezzo espresso €/Litro fco partenza + COSTO DI TRASPORTO 150 €uro",0,1,0,0,14
863,37,251,2000,4.7000,59,"721","02/21/20 00:00:00",5.0000,"PADOVA, ITALY",2,,0,1,0,0,
922,1,284,125000,0.3670,38,"771","04/17/20 00:00:00",0.3720,"FRIBURGO",2,,1,0,0,0,1
927,1,284,550000,0.3670,38,"776","04/17/20 00:00:00",0.3720,"FRIBURGO",2,,1,0,0,0,1
865,604,296,2500,0.7000,169,"723","02/20/20 00:00:00",0.8300,"42011 Bagnolo in Piano (RE), Italy",14,,0,1,0,0,
866,149,251,1000,4.7500,59,"724","02/20/20 00:00:00",5.1700,"PONTE SAN MARCO, BS- ITALY",2,,0,1,0,0,
867,37,27,,6.9000,203,"725","02/20/20 00:00:00",8.0000,"PADOVA, ITALY",2,,0,1,0,0,
868,601,27,1500,4.8500,203,"726","02/21/20 00:00:00",5.1700,"4761 PJ  Zevenbergen, NL",11,,0,1,0,0,
646,37,27,750,0.0000,59,"522","02/18/19 00:00:00",4.8600,"PADOVA, ITALIEN",1,,0,1,0,0,
648,37,314,8000,2.8000,45,"524","02/20/19 00:00:00",2.8900,"PADOVA, ITALIE",2,,0,1,0,0,
647,564,325,3000,0.7500,21,"523","02/19/19 00:00:00",0.8000,"San Vittore olona",14,"Latte di capra nazionale - 3000 litri circa - fatturazione in litri. Il prezzo sopra riportato è da intendersi €/litro fco partenza + 100 euro trasporto.",1,0,0,0,
649,1,284,75000,0.3500,193,"525","02/21/19 00:00:00",0.3600,"FREIBURG",1,,1,0,0,0,
650,586,314,750,3.2400,195,"526","02/25/19 00:00:00",3.8400,"WIESBADEN, ALLEMAGNE",1,,0,1,0,0,
651,586,314,1000,0.0000,45,"527","02/25/19 00:00:00",3.0000,"WIESBADEN, ALLEMAGNE",1,,0,1,0,0,
653,1,284,75000,0.3500,193,"528","02/28/19 00:00:00",0.3600,"Haslacher Straße 12  -  79115 Freiburg",1,,1,0,0,0,
654,513,14,550,4.8000,46,"529","03/01/19 00:00:00",5.1000,"VIA MADONNINA, 32  - 27018 VIDIGULFO (PV)",1,,0,1,0,0,
346,513,14,350,4.8000,46,"253","08/02/17 00:00:00",5.1000,"Via Madonnina 32 - 27018 VIDIGULFO (PV)",1,,0,1,0,0,
327,1,265,25000,0.4200,8,"238","05/18/17 00:00:00",0.4500,"A-5252 Aspach Wildenauerstraße 11",14,"Organic Pasteurized milk 3,5% - invoicing with average value. Latte bio pastorizzato 3,5% - fatturazione con media valori.",1,0,0,0,
336,1,297,45000,0.5300,37,"245","06/23/17 00:00:00",0.5700,"Km. 16 Strada Provinciale Rivoltana, 20060 Truccazzano (MI)",1,"Latte Crudo Biologico. Fatturazione con pesata cliente.",1,0,0,0,
342,450,26,1000,6.9000,33,"249","07/13/17 00:00:00",7.2800,"CHEF SERVICE, FORLI'",2,"Pagamento 30 Gg riba netto data fattura.",0,1,0,0,
343,1,297,45000,0.5300,37,"250","07/24/17 00:00:00",0.5700,"Km. 16 Strada Provinciale Rivoltana, 20060 Truccazzano (MI)",1,"Latte Crudo Biologico. Fatturazione con pesata cliente.",1,0,0,0,
322,66,250,14000,11.8700,150,"233","05/04/17 00:00:00",12.7000,"Via Dell'Industria 6/8 - 48011 Lavezzola, Ravenna - IT",2,"2,000 kgpetto di tacchino bio congelato, consegne su pallet di plastica",0,1,0,0,
347,66,250,3000,11.8700,150,"254","08/03/17 00:00:00",12.7000,"lavezzola",1,"3000 KG OF ORGANIC TURKEY BREAST FROZEN - DELIVERED ON PLASTIC PALLETS",0,1,0,0,
348,549,118,300,7.4200,33,"255","08/17/17 00:00:00",7.9200,"26036 RIVAROLO DEL RE, CR- Italia",2,"Pagamento 30 GG Riba netto data fattura.",0,1,0,0,
195,88,268,1200,8.5000,14,"134","06/28/16 00:00:00",9.6000,"MALMEDY",12,"around 1100-1200 kg of fresh organic legs type Parma cuts, packaging in pallet H1 and plastic crates",0,1,0,0,
209,11,12,25000,0.4300,37,"142","07/27/16 00:00:00",0.4600,"Via delle Fosse n. 10 - 37050 VALLESE DI OPPEANO VR",1,"HUNGARIAN ORIGIN ORGANIC RAW MILK - INVOICING WITH THE AVERAGE VALUES.",0,1,0,0,
221,450,26,1000,4.9900,33,"153","09/19/16 00:00:00",5.4000,"CHEF Service, via del Braldo 21/B- loc.Villagrappa 47121 FORLI (FC), Italy",2,,0,1,0,0,
220,37,286,2400,3.8000,45,"152","09/15/16 00:00:00",4.0000,"PADOVA, ITALY",2,"Pagamento 30 GG.Riba netto data fattura.",0,1,0,0,
222,11,12,75000,0.4800,37,"154","09/21/16 00:00:00",0.5100,"Via delle Fosse n. 10 - 37050 VALLESE DI OPPEANO VR",1,"HUNGARIAN ORIGIN ORGANIC RAW MILK - INVOICING WITH THE AVERAGE VALUES.",0,1,0,0,
223,509,283,700,7.4000,15,"155","09/22/16 00:00:00",8.1500,"VIA CASTELLETTO,11 - 27057 VARZI, PAVIA ITALIA",1,"AROUND 700 KG OF ORGANIC PORK SHOULDERS DEBONED",0,1,0,0,
224,509,283,650,6.9000,16,"156","09/22/16 00:00:00",7.6000,"VIA CASTELLETTO,11 - 27057 VARZI, PAVIA ITALIA",1,,0,1,0,0,
225,509,283,90,6.8000,163,"157","09/22/16 00:00:00",7.5000,"VIA CASTELLETTO,11 - 27057 VARZI, PAVIA ITALIA",14,"PANCETTONI SCOTENNATI",0,1,0,0,
869,601,251,1000,4.6300,59,"727","02/21/20 00:00:00",4.9600,"4761 PJ  Zevenbergen, NL",11,,0,1,0,0,
921,586,314,5000,2.9400,45,"770","04/17/20 00:00:00",3.0300,"WIESBADEN, GERMANY",1,,0,1,0,0,1
923,1,284,500000,0.3670,38,"772","04/17/20 00:00:00",0.3720,"FRIBURGO",2,,1,0,0,0,1
924,1,284,550000,0.3670,38,"773","04/17/20 00:00:00",0.3720,"FRIBURGO",2,,1,0,0,0,1
874,37,314,5000,2.9650,45,"731","03/04/20 00:00:00",3.1000,"PADOVA, ITALY",2,,0,0,0,0,
925,1,284,575000,0.3670,38,"774","04/17/20 00:00:00",0.3720,"FRIBURGO",2,,1,0,0,0,1
926,1,284,525000,0.3670,38,"775","04/17/20 00:00:00",0.3720,"FRIBURGO",2,,1,0,0,0,1
877,595,251,1000,4.3000,192,"734","03/04/20 00:00:00",4.8000,"CAVENAGO DI BRIANZA , ITALY",2,"CONTRACT '' SUBJECT SAMPLE APPROVAL.''
CONTRATTO '' PREVIA APPROVAZIONE CAMPIONE. ''",0,1,0,0,
928,1,284,550000,0.3670,38,"777","04/17/20 00:00:00",0.3720,"FRIBURGO",2,,1,0,0,0,1
879,37,27,1500,4.7800,203,"736","03/04/20 00:00:00",5.3600,"OFFENBURG, DE",2,,1,0,0,0,
929,1,284,525000,0.3670,38,"778","04/17/20 00:00:00",0.3720,"FRIBURGO",2,,1,0,0,0,1
881,37,27,75,5.6000,203,"738","03/09/20 00:00:00",6.8200,"OFFENBURG , DE",2,,1,0,0,0,
930,1,284,600000,0.3670,38,"779","04/17/20 00:00:00",0.3720,"FRIBURGO",2,,1,0,0,0,1
931,66,360,300,7.2000,187,"780","04/22/20 00:00:00",7.8000,"VIA DELL'INDUSTRIA 6/8 - 48017 LAVEZZOLA - RA - ITALY",2,"THE SPECIFICATION OF THE CUT MUST BE RESPECTED, SO HEART OF THE TOPSIDE PAD, COMPLETELY CLEANED, WEIGHT RANGE -- 3,00 - 3,50 KG EACH, NOT LESS THAN 3 KGS",0,1,0,0,1
884,617,4,21450,2.4800,45,"741","03/13/20 00:00:00",2.6500,"SAINT DIZIER, 52100 - FRANCIA",1,"EUROSERUM  SMP  IN 25 KG.BAGS.",1,0,0,0,
885,149,314,2000,2.9900,45,"742","03/13/20 00:00:00",3.3300,"PONTE SAN MARCO, BS- ITALIE",6,,0,1,0,0,
430,564,325,5000,0.7200,21,"329","03/16/18 00:00:00",0.7700,"Via dell'Industria, 26 - Località Orfengo - 28060 CASALINO (No)",1,"Latte di capra fresco nazionale - il prezzo sopra riportato è da intendersi €/litro. Fatturazione in Litri. Prezzo comprensivo di trasporto 100 €.",0,1,0,0,
431,1,284,75000,0.3350,38,"330","03/21/18 00:00:00",0.3450,"Haslacher Straße 12  -  79115 Freiburg",1,,1,0,0,0,
432,534,251,1000,3.7500,45,"331","03/22/18 00:00:00",4.0300,"MUNICH , GERMANY",15,,0,1,0,0,
433,557,294,500,2.9000,183,"332","03/22/18 00:00:00",3.0000,"san pietro in GU-",13,,0,1,0,0,
434,80,327,500,11.0000,150,"333","03/23/18 00:00:00",13.5000,"SAN GIOVANNI DEL DOSSO",14,"CONSEGNA SETT.15 - PETTO DI TACCHINO BIO CONGELATO - SCADENZA MINIMA 6 MESI",0,1,0,0,
435,71,188,3000,7.3300,58,"334","03/27/18 00:00:00",7.6000,"ALBAREDO D'ADIGE, VR- ITALIE",1,,0,1,0,0,
437,557,294,250,2.9000,183,"336","03/29/18 00:00:00",3.0000,"SAN PIETRO IN GU- PD",13,,0,1,0,0,
438,526,319,24000,2.0100,103,"337","03/29/18 00:00:00",2.0400,"BOLOGNA ITALY",3,,1,0,0,0,
1108,37,314,2500,3.0200,45,"925","01/07/21 00:00:00",3.3300,"PADOVA, ITALIE",2,,0,1,0,0,1
1109,604,296,2500,0.8000,169,"926","01/08/21 00:00:00",0.8900,"BAGNOLO IN PIANO",13,,0,1,0,0,1
1111,492,296,22500,0.4700,169,"928","01/08/21 00:00:00",0.5000,"HRINOVA, SK",11,,1,0,0,0,11
1110,77,373,8000,2.8500,29,"927","01/08/21 00:00:00",2.9000,"ZANE' - VI, ITALIA",2,"BURRO DI CREMA ZANGOLATO.",0,1,0,0,12
1112,624,251,1500,4.3400,192,"929","01/11/21 00:00:00",4.9000,"VILLASTANZA DI PARABIAGO, MI-ITALY",2,,0,1,0,0,1
1113,564,374,6000,1.0500,21,"930","01/11/21 00:00:00",1.1500,"MARIO COSTA SRL, 28060 Orfengo Casalino - NO",13,"prezzo espresso €uro / Litro",0,1,0,0,1
1114,451,318,19000,1.8500,182,"931","01/12/21 00:00:00",1.8700,"NOGAROLE ROCCA, VR. ITALY",3,,0,1,0,0,3
